timestamp,leader_pwm,leader_norm,leader_range_pct,piper_gripper_pos,piper_gripper_norm,norm_diff,event
1769396283.9754975,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.0259728,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.0764372,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.126876,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.1773424,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.227793,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.2782567,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.3286479,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.3792133,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.429981,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.4806538,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.531118,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.5815713,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.632,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.6824353,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.7328556,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.783284,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.8337266,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.8844595,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.9349525,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396284.9856083,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.0361059,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.086532,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.1369908,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.187501,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.2379313,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.2883728,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.3388093,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.3893466,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.4400892,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.49072,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.5412643,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.5917377,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.642274,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.6927323,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.7431903,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.7936456,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.8442097,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.8950481,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.9458995,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396285.9963596,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.0468292,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.0973358,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.1477993,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.1982849,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.2487621,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.2995446,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.3502862,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.400787,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.4512682,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.5017283,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
1769396286.552164,2122,0.0,-0.7556675062972292,95900,9.59,9.59,
