timestamp,leader_pwm,leader_norm,leader_range_pct,piper_gripper_pos,piper_gripper_norm,norm_diff,event
1769400969.9684663,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.0189598,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.0694084,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.1198194,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.1702344,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.220643,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.2710764,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.321494,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.372157,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.423121,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.4736435,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.5241773,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.5746446,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.625106,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.6755643,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.7260416,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.7765746,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.8272548,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.8780181,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.9285643,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400970.9790568,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.0295153,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.0799594,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.1303992,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.1809037,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.2314112,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.2823224,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.3335602,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.3840344,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.4345005,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.4849443,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.5353992,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.585868,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.636457,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.68711,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.7378132,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.7885451,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.8390574,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.889477,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.9399488,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400971.9903557,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.0407617,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.0911746,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.1417186,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.1923285,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.2430017,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.2934928,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.3439705,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.3944507,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.4448857,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.4953105,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.5457547,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.5961719,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.6467156,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.6972327,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.7482047,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.7986515,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.849066,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.8994958,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400972.9499178,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.0003426,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.0507724,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.1011984,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.151853,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.2026286,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.253433,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.3039646,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.3544774,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.404894,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.4553235,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.5057738,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.5562243,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.6067438,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.657594,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.7083,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.758776,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.8092196,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.8596601,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.9100807,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400973.960507,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.0109274,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.0613394,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.1121068,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.1628556,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.2134438,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.2639303,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.3143966,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.364856,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.4153152,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.4657848,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.516229,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.5667863,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.6173966,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.6680803,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.7186646,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.7690814,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.8195622,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.8700275,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.9204845,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400974.970959,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.0214436,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.0721211,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.1228063,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.1734805,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.223955,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.274424,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.3249393,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.375397,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.4258268,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.4762688,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.5269918,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.5776455,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.6285048,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.6789627,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.7294002,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.7798536,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.8303,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.8807502,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.9311888,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400975.9818065,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.0323808,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.082964,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.133497,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.1839633,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.2344174,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.2849388,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.3353648,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.385811,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.4362652,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.4868047,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.5375934,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.5882297,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.6387227,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.6891985,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.7397175,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.790182,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.8406112,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.8910336,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.941462,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400976.9921613,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.0427692,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.0934525,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.1439295,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.1943946,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.2448225,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.2952943,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.3457878,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.396227,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
1769400977.4467173,1887,0.0,-1.1725293132328307,95900,9.59,9.59,
