timestamp,leader_pwm,leader_norm,leader_range_pct,piper_gripper_pos,piper_gripper_norm,norm_diff,event
1769399825.3703277,1908,0.0,-54.65994962216625,0,0.0,0.0,
1769399825.420828,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.4715843,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.5220528,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.5725973,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.6230524,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.673499,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.7239606,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.7745247,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.825017,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.8758273,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.926665,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399825.9771192,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.0280669,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.0785787,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.1290774,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.1795642,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.2301042,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.2807162,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.3313441,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.3819425,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.432396,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.4828298,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.5332725,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.5837238,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.6341898,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.684643,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.735292,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.7860112,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.836689,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.8871243,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.9376152,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399826.9880793,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399827.0385854,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399827.0890572,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399827.1395102,1908,0.0,-54.65994962216625,95900,9.59,9.59,
1769399827.1901603,1908,0.0,-54.65994962216625,95900,9.59,9.59,
