timestamp,leader_pwm,leader_norm,leader_range_pct,piper_gripper_pos,piper_gripper_norm,norm_diff,event
1769396088.213595,2134,2.2670025188916876,2.2670025188916876,0,0.0,2.2670025188916876,
1769396088.266547,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[从臂过半] [大偏差 9587.7%]
1769396088.3170311,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.3675106,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.4179635,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.4684548,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.5212977,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.571839,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.6222768,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.6727562,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.7231874,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.7736256,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.8240566,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.8750038,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.9258924,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396088.976365,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396089.026845,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
1769396089.077322,2134,2.2670025188916876,2.2670025188916876,95900,9590.0,9587.73299748111,[大偏差 9587.7%]
